,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0001952,BP,GO:0001952,reg. of cell-matrix adhesion,16/912,123/17619,0.000607265,0.013600991,0.011644542,Clasp2/Dusp3/Tsc1/Nexmif/Sema3e/Ptk2b/Enpp2/Nrp1/Nf1/Smad3/Gpm6b/Fmn1/Emp2/Efna5/Cdh13/Cask,16
GO:0043254,BP,GO:0043254,reg. of protein-containing complex assembly,39/912,435/17619,0.000613991,0.013702153,0.011731152,Clasp2/P2ry12/Camsap2/Arpc5/Sh3glb1/Unc13a/Mapk9/Mapk8/Cdc42ep3/Ppp1r9a/Tenm1/Ssh2/Syt11/Ambra1/Unc13b/Stxbp6/Sptan1/Snap91/Sgk1/Ptk2b/Pfn2/Nck2/Ncam1/Mapt/Map2/Map1b/Bbc3/Lmo4/Kif9/Ica1/H3f3b/Fmn1/Drg1/Dctn1/Hrk/Apc/Rims1/Add2/Abca1,39
GO:0003012,BP,GO:0003012,muscle system process,39/912,438/17619,0.000700568,0.015143983,0.01296558,Nedd4l/Cmya5/Akap13/Sulf2/Mlip/Atp2b1/Pkp2/Atp8a2/Atp2b4/Adcy10/Map2k4/Pde4d/Sorbs2/Hdac4/Slc8a1/Scn1a/Ryr3/Rock2/Prkca/Mef2c/Mef2a/Smad7/Smad3/Kcnma1/Kcnd2/Nr3c1/Gaa/Fgf13/Chrm3/Casq1/Camk2g/Cacnb2/Cacna2d1/Cacna1d/Bdkrb2/Atp2a2/Atp1a1/Actn2/Inpp5f,39
GO:0030201,BP,GO:0030201,heparan sulfate proteoglycan metabolic process,4/912,9/17619,0.000728779,0.015537274,0.013302299,Sulf2/Hs6st3/Hs3st5/Hs2st1,4
GO:2000766,BP,GO:2000766,negative reg. of cytoplasmic translation,4/912,9/17619,0.000728779,0.015537274,0.013302299,Cpeb4/Rbm24/Cpeb2/Cpeb3,4
GO:0051017,BP,GO:0051017,actin filament bundle assembly,20/912,175/17619,0.000746129,0.015852684,0.013572338,Myh10/Clasp2/Arhgef10l/Rgcc/Tsc1/Tmeff2/Fmn2/Prkn/Ppm1e/Ppp1r9a/Dpysl3/Phactr1/Rock2/Ptk2b/Pfn2/Nrp1/Smad3/Cd47/Add2/Pls1,20
GO:0046328,BP,GO:0046328,reg. of JNK cascade,18/912,150/17619,0.000760244,0.016042707,0.013735026,Cyld/Dusp3/Dusp16/Sh3rf1/Taok3/Tnfrsf19/Ephb1/Mapk9/Map4k2/Map2k4/Ulk4/Ripk2/Ptk2b/Plcb1/Igf1r/Dnaja1/Hipk3/Ankrd6,18
GO:0043112,BP,GO:0043112,receptor metabolic process,12/912,80/17619,0.00080338,0.01683842,0.014416279,Uvrag/Sh3glb1/Gria3/Fut8/Mylip/Ptpn1/Nsf/Kif16b/Gria2/Gria1/Snx25/Inpp5f,12
GO:0060384,BP,GO:0060384,innervation,7/912,31/17619,0.000857369,0.017789694,0.015230716,Sulf2/Unc13a/Unc13b/Ret/Prkcg/Nrp1/Gabra5,7
GO:2000311,BP,GO:2000311,reg. of AMPA receptor activity,6/912,23/17619,0.00089345,0.018114271,0.015508604,Cacng8/Cacng7/Prrt1/Nrxn1/Mef2c/Cacng2,6
GO:0007018,BP,GO:0007018,microtubule-based movement,37/912,415/17619,0.000927153,0.01867551,0.015989111,Dtnbp1/Tmem108/Agbl4/Celf3/Ift57/Nme8/Sfpq/Dynll1/Fmn2/Atp2b4/Syne2/Adcy10/Kif26b/Dlg2/Fez1/Dync1li2/Ube2b/Ubb/Ulk4/Mapt/Map2/Map1b/Ktn1/Kifc2/Kif9/Kif3b/Kif21b/Kif1b/Kif16b/Dnaja1/Dst/Dync1i1/Cacna1e/Bsn/Ap3s1/Ank3/Fbxw11,37
GO:0007019,BP,GO:0007019,microtubule depolymerization,10/912,60/17619,0.000937821,0.018829267,0.016120751,Clasp2/Camsap2/Bmerb1/Stmn4/Nckap5/Sgk1/Map2/Map1b/Fgf13/Apc,10
GO:0006970,BP,GO:0006970,response to osmotic stress,12/912,82/17619,0.001005137,0.019986766,0.017111749,Nedd4l/Rptor/Micu1/Ptk2b/Prkca/Nlk/Mknk1/Kcnma1/Usp15/Casp3/Bdkrb2/Atp1a1,12
GO:0009306,BP,GO:0009306,protein secretion,37/912,417/17619,0.00101163,0.020051614,0.017167268,Tmem132a/Klf7/Myh10/Pck2/Rptor/Wls/Ppid/Rab3c/Oxct1/Tbc1d1/Dynll1/Ahi1/Prkn/Vsnl1/Pclo/Myrip/Clstn3/Eny2/Unc13b/Mcu/Frmd4a/Stxbp5l/Sox4/Snap25/Plcb1/Prkcb/Oprm1/Mttp/Lyst/F2rl2/Efna5/Chrm3/Cask/Cacna1e/Cacna1d/Rims2/Abca1,37
GO:0035592,BP,GO:0035592,establishment of protein localization to extracellular region,37/912,418/17619,0.001056349,0.020739209,0.017755955,Tmem132a/Klf7/Myh10/Pck2/Rptor/Wls/Ppid/Rab3c/Oxct1/Tbc1d1/Dynll1/Ahi1/Prkn/Vsnl1/Pclo/Myrip/Clstn3/Eny2/Unc13b/Mcu/Frmd4a/Stxbp5l/Sox4/Snap25/Plcb1/Prkcb/Oprm1/Mttp/Lyst/F2rl2/Efna5/Chrm3/Cask/Cacna1e/Cacna1d/Rims2/Abca1,37
GO:1905145,BP,GO:1905145,cellular response to acetylcholine,9/912,51/17619,0.00109658,0.021461136,0.018374036,Hrh3/Atp2b4/Sorbs2/Rock2/Plcb1/Prkcb/Oprm1/Ly6e/Chrm3,9
GO:0032956,BP,GO:0032956,reg. of actin cytoskeleton org.,32/912,346/17619,0.001101307,0.021485877,0.018395218,Clasp2/Akap13/Arhgef10l/Arpc5/Rgcc/Tsc1/Tmeff2/Iqgap2/Prkn/Myo3b/Abi2/Ppm1e/Cdc42ep3/Ppp1r9a/Tenm1/Ssh2/Grhl3/Arhgap44/Sptan1/Rock2/Ptk2b/Pfn2/Nrp1/Nck2/Mef2c/Smad3/Cd47/Gpm6b/Fmn1/Efna5/Add2/Actn2,32
GO:2001244,BP,GO:2001244,positive reg. of intrinsic apoptotic signaling pathway,11/912,72/17619,0.001122617,0.021764737,0.018633965,Sfpq/Gsdme/Sh3glb1/Fbxw7/Adcy10/Ubb/Skil/Nck2/Bbc3/Eif2ak3/Ddit3,11
GO:0048762,BP,GO:0048762,mesenchymal cell differentiation,25/912,248/17619,0.001135969,0.021821607,0.018682655,Clasp2/Rian/Ddx17/Rgcc/Sdcbp/Ldlrad4/Spry2/Mark1/Sema4d/Sema3e/Rock2/Ret/Pdcd4/Nrp1/Ncam1/Kitl/Mef2c/Smad7/Smad3/Ext1/Epha4/Emp2/Acvr1/Spred1/Slc39a6,25
GO:0030204,BP,GO:0030204,chondroitin sulfate metabolic process,6/912,24/17619,0.00113962,0.021821607,0.018682655,Chsy3/Galns/Slc35d1/Csgalnact1/Hexb/Ext1,6
GO:1903747,BP,GO:1903747,reg. of establishment of protein localization to mitochondrion,6/912,24/17619,0.00113962,0.021821607,0.018682655,Sh3glb1/Fbxw7/Adcy10/Mapt/Bbc3/Dnaja1,6
GO:0051258,BP,GO:0051258,protein polymerization,27/912,276/17619,0.001155359,0.02205491,0.018882398,Clasp2/Camsap2/Arpc5/Diaph2/Prkn/Mapk8/Cdc42ep3/Ppp1r9a/Tenm1/Ssh2/Ambra1/Sptan1/Sgk1/Ptk2b/Pfn2/Nck2/Mapt/Map2/Map1b/Fmn1/Fgf13/Drg1/Dctn1/Cobl/Casq1/Apc/Add2,27
GO:0034390,BP,GO:0034390,smooth muscle cell apoptotic process,7/912,33/17619,0.001272727,0.023793849,0.020371197,Adcy10/Map2k4/Slc7a5/Pde1a/Pdcd4/Gria4/Gapdh,7
GO:0015015,BP,GO:0015015,"heparan sulfate proteoglycan biosynthetic process, enzymatic modification",3/912,5/17619,0.001277757,0.023793849,0.020371197,Hs6st3/Hs3st5/Hs2st1,3
GO:1903898,BP,GO:1903898,negative reg. of PERK-mediated unfolded protein response,3/912,5/17619,0.001277757,0.023793849,0.020371197,Abca7/Ptpn1/Nck2,3
GO:0062197,BP,GO:0062197,cellular response to chemical stress,28/912,292/17619,0.001280971,0.023793849,0.020371197,Rptor/Nme8/Pex13/Tsc1/Htra2/Fut8/Prkn/Mapk9/Mapk8/Map2k4/Cpeb2/Kdm6b/Micu1/Ncoa7/Slc8a1/Ppargc1a/Nlk/Oxr1/Jun/Dnaja1/Usp15/Ddit3/Casp3/Bdkrb2/Atp2a2/Atp1a1/Msra/Prkaa2,28
GO:0071692,BP,GO:0071692,protein localization to extracellular region,37/912,424/17619,0.001362882,0.025015735,0.02141732,Tmem132a/Klf7/Myh10/Pck2/Rptor/Wls/Ppid/Rab3c/Oxct1/Tbc1d1/Dynll1/Ahi1/Prkn/Vsnl1/Pclo/Myrip/Clstn3/Eny2/Unc13b/Mcu/Frmd4a/Stxbp5l/Sox4/Snap25/Plcb1/Prkcb/Oprm1/Mttp/Lyst/F2rl2/Efna5/Chrm3/Cask/Cacna1e/Cacna1d/Rims2/Abca1,37
GO:0071805,BP,GO:0071805,potassium ion transmembrane transport,21/912,197/17619,0.001370542,0.025082124,0.021474158,Kcnb2/Nedd4l/Kcnip4/P2ry12/Kcnd3/Kcnrg/Dpp10/Kcnt1/Kcnq5/Kcnh7/Kcnma1/Kcnj4/Kcnd2/Kcna2/Hcn1/Cacna1d/Atp1b3/Atp1a1/Ank3/Actn2/Kcnq3,21
GO:0030325,BP,GO:0030325,adrenal gland development,6/912,25/17619,0.001434559,0.025895674,0.022170683,Nf1/Smad3/Ly6e/Insr/Igf1r/Nr3c1,6
GO:0019233,BP,GO:0019233,sensory perception of pain,13/912,97/17619,0.001452551,0.026045157,0.022298664,Ptges/Ephb1/Dlg2/Phf24/Scn1a/Oprm1/Kcnd2/Kcna2/Grm8/Grin2b/Grin1/Cacna1e/Grm3,13
GO:0009743,BP,GO:0009743,response to carbohydrate,22/912,212/17619,0.001512849,0.026893159,0.023024684,Klf7/Pck2/Rptor/Oxct1/Tbc1d1/Dynll1/Prkn/Vsnl1/Rasal2/Eny2/Unc13b/Sox4/Tra2b/Plcb1/Prkcb/Prkca/Igf1r/Efna5/Casp3/Cacna1e/Cacna1d/Prkaa2,22
GO:0040013,BP,GO:0040013,negative reg. of locomotion,32/912,353/17619,0.001526542,0.02705905,0.023166712,Tcaf1/Clasp2/Dusp3/Adipor2/Pkp2/Bmerb1/Rgcc/Tmeff2/Ldlrad4/Magi2/Atp2b4/Lrch1/Srgap3/Nexmif/Osbpl8/Ndrg4/Zmynd8/Frmd5/Pip5kl1/Dpysl3/Sema4d/Sema3e/Ppargc1a/Plcb1/Pfn2/Nrp1/Nf1/Afdn/Mef2c/Epha4/Spred1/Abr,32
GO:0071333,BP,GO:0071333,cellular response to glucose stimulus,17/912,147/17619,0.001585016,0.027895745,0.023883051,Klf7/Pck2/Rptor/Oxct1/Tbc1d1/Dynll1/Prkn/Vsnl1/Eny2/Unc13b/Sox4/Tra2b/Igf1r/Efna5/Cacna1e/Cacna1d/Prkaa2,17
GO:1905144,BP,GO:1905144,response to acetylcholine,9/912,54/17619,0.001668922,0.029248573,0.02504128,Hrh3/Atp2b4/Sorbs2/Rock2/Plcb1/Prkcb/Oprm1/Ly6e/Chrm3,9
GO:0097090,BP,GO:0097090,presynaptic membrane org.,4/912,11/17619,0.001756013,0.030516266,0.026126621,Il1rapl1/Lrrtm4/Ptprd/Nrxn1,4
GO:0099545,BP,GO:0099545,trans-synaptic signaling by trans-synaptic complex,4/912,11/17619,0.001756013,0.030516266,0.026126621,Il1rapl1/Tenm2/Ptprd/Il1rap,4
GO:0010829,BP,GO:0010829,negative reg. of glucose transmembrane transport,6/912,26/17619,0.001784248,0.03066944,0.026257761,Pid1/Ahi1/Prkcb/Prkca/Pea15a/Rhoq,6
GO:0001967,BP,GO:0001967,suckling behavior,5/912,18/17619,0.001789545,0.03066944,0.026257761,Pex13/Grin2b/Grin1/Gls/Aplp2,5
GO:0002076,BP,GO:0002076,osteoblast development,5/912,18/17619,0.001789545,0.03066944,0.026257761,Satb2/Hdac4/Smad3/Jund/Runx2,5
GO:1902514,BP,GO:1902514,reg. of calcium ion transmembrane transport via high voltage-gated calcium channel,5/912,18/17619,0.001789545,0.03066944,0.026257761,Pde4d/Sestd1/Cacnb2/Cacna2d1/Cacna1d,5
GO:0050954,BP,GO:0050954,sensory perception of mechanical stimulus,21/912,203/17619,0.001989399,0.03353867,0.028714264,Usp53/Sptbn4/Mir124-2hg/Gsdme/Myo3b/Mir124a-1hg/Homer2/Spry2/Phf24/Thrb/Scn1a/Kcnma1/Hexb/Grm8/Grin2b/Ddit3/Casp3/Cacna1d/Asic2/Kcnq3/Sobp,21
GO:0042593,BP,GO:0042593,glucose homeostasis,26/912,273/17619,0.002062206,0.034598414,0.029621568,Csmd1/Klf7/Pck2/Rptor/Adipor2/Oxct1/Tbc1d1/Dynll1/Prkn/Dhps/Vsnl1/Eny2/Unc13b/Mcu/Stxbp5l/Sox4/Tra2b/Ptch1/Insr/Igf1r/Gk/Efna5/Cacna1e/Cacna1d/Cacna1a/Prkaa2,26
GO:0003300,BP,GO:0003300,cardiac muscle hypertrophy,14/912,114/17619,0.002265531,0.037036624,0.031709051,Akap13/Mlip/Atp2b4/Adcy10/Map2k4/Sorbs2/Rock2/Prkca/Mef2c/Mef2a/Smad3/Nr3c1/Atp2a2/Inpp5f,14
GO:0106106,BP,GO:0106106,cold-induced thermogenesis,17/912,152/17619,0.002274493,0.037036624,0.031709051,Adipor2/Nova1/Pdgfc/Esrrg/Lnpep/Clstn3/Plcl2/Kdm6b/Rheb/Ppargc1a/Npr3/Elovl6/Igf1r/Bscl2/Ddit3/Apc/Lgr4,17
GO:0038166,BP,GO:0038166,angiotensin-activated signaling pathway,5/912,19/17619,0.002326219,0.03768111,0.03226083,Ahcyl1/Rock2/Prkca/Camk2a/Actn2,5
GO:2000015,BP,GO:2000015,reg. of determination of dorsal identity,3/912,6/17619,0.002457138,0.038987434,0.033379244,Mapk8/Ddit3/Acvr1,3
GO:0015837,BP,GO:0015837,amine transport,15/912,128/17619,0.002558564,0.040240906,0.03445241,Hrh3/Dtnbp1/P2ry12/Syt11/Syt1/Slc7a5/Prkcb/Kcna2/Htr2c/Nr3c1/Grin2b/Entpd1/Cacna1a/Syt17/Slc44a1,15
GO:0007026,BP,GO:0007026,negative reg. of microtubule depolymerization,7/912,37/17619,0.002562082,0.040240906,0.03445241,Clasp2/Camsap2/Bmerb1/Map2/Map1b/Fgf13/Apc,7
GO:0021680,BP,GO:0021680,cerebellar Purkinje cell layer development,7/912,37/17619,0.002562082,0.040240906,0.03445241,Klhl1/Myh10/Rere/Cntnap2/Sez6l/Rora/Cacna1a,7
GO:2000146,BP,GO:2000146,negative reg. of cell motility,29/912,321/17619,0.002604323,0.040801064,0.034931991,Tcaf1/Clasp2/Dusp3/Adipor2/Pkp2/Bmerb1/Rgcc/Tmeff2/Ldlrad4/Magi2/Atp2b4/Lrch1/Srgap3/Nexmif/Osbpl8/Ndrg4/Zmynd8/Frmd5/Pip5kl1/Dpysl3/Ppargc1a/Plcb1/Pfn2/Nf1/Afdn/Mef2c/Epha4/Spred1/Abr,29
GO:1903531,BP,GO:1903531,negative reg. of secretion by cell,19/912,181/17619,0.002698825,0.041754388,0.035748183,Hrh3/Klf7/Rptor/P2ry12/Tbc1d1/Prkn/Il1rapl1/Vsnl1/Ppp1r9a/Syt11/Eny2/Rap1b/Frmd4a/Stxbp5l/Oprm1/Nf1/Entpd1/Atp9a/Abr,19
GO:0042987,BP,GO:0042987,amyloid precursor protein catabolic process,9/912,58/17619,0.002779654,0.04262799,0.036496121,Unc13a/Abca7/Lrrtm3/Rock2/Ntrk2/Lyn/Epha4/Casp3/Rtn1,9
GO:0051496,BP,GO:0051496,positive reg. of stress fiber assembly,9/912,58/17619,0.002779654,0.04262799,0.036496121,Arhgef10l/Rgcc/Tsc1/Ppm1e/Rock2/Pfn2/Nrp1/Smad3/Cd47,9
GO:0099572,CC,GO:0099572,postsynaptic specialization,93/929,426/17738,4.62875793483841e-33,3.25864558612624e-30,2.587232066736e-30,Dtnbp1/Tmem108/Cacng8/Cacng7/Anks1b/Tanc2/Slitrk1/Lrrtm1/Grip1/Cpeb4/Tsc1/Kcnd3/Snx1/Gria3/Hnrnpa2b1/Rgs7bp/Magi2/Cdkl5/Il1rapl1/Cdh10/Nrcam/Dagla/Pclo/Gphn/Homer2/Mapk10/Prrt1/Cnksr2/Dlgap2/Ppp1r9a/Lrrtm4/Lrrc7/Lzts3/Itga8/Dlg2/Arhgef9/Clstn3/Syt11/Dgkb/Arhgap44/Abhd17a/Lrrtm3/Lzts1/Syn2/Syn1/Snap91/Slc8a1/Rheb/Ptprs/Ptk2b/Prkcg/Palm/Sigmar1/Numb/Ntrk2/Nck2/Mapt/Map2/Map1b/Lyn/Kpna1/Kcnd2/Nr3c1/Grin2b/Grin1/Grid1/Gria4/Gria2/Gria1/Gapdh/Gabrb1/Gabra3/Gabra2/Gabra1/Epha4/Efnb2/Dst/Dclk1/Chrm3/Camk2g/Camk2a/Cacng2/Bsn/Atp1a1/Rims1/Add2/Adam22/Actn2/Gabra5/Abr/Grm3/Dgkz/Rtn1,93
GO:0098984,CC,GO:0098984,neuron to neuron synapse,93/929,439/17738,5.68792855642072e-32,2.00215085186009e-29,1.58962634918916e-29,Dtnbp1/Tmem108/Cacng8/Cacng7/Anks1b/Tanc2/Slitrk1/Grip1/Cpeb4/Cntnap2/Tsc1/Snx1/Gria3/Hnrnpa2b1/Rgs7bp/Magi2/Cdkl5/Il1rapl1/Nrcam/Dagla/Pclo/Gphn/Homer2/Mapk10/Prrt1/Cnksr2/Dlgap2/Ppp1r9a/Lrrtm4/Lrrc7/Lzts3/Itga8/Dlg2/Arhgef9/Clstn3/Syt11/Unc13b/Tnr/Dgkb/Arhgap44/Abhd17a/Lrrtm3/Lzts1/Syt1/Syn2/Syn1/Sort1/Snap91/Slc8a1/Sh3gl2/Rheb/Ptprs/Ptprd/Ptk2b/Prkar1b/Prkcg/Palm/Sigmar1/Numb/Ntrk2/Nrxn1/Nck2/Mapt/Map2/Map1b/Kpna1/Elavl2/Nr3c1/Grin2b/Grin1/Grid1/Gria4/Gria2/Gria1/Gapdh/Epha4/Efnb2/Dst/Dclk1/Chrm3/Camk2g/Camk2a/Cacng2/Bsn/Atp1a1/Rims1/Add2/Adam22/Actn2/Abr/Grm3/Dgkz/Rtn1,93
GO:0045211,CC,GO:0045211,postsynaptic membrane,73/929,351/17738,1.00153235715083e-24,1.41015755886837e-22,1.11960775083598e-22,Adgrl2/Dtnbp1/Cacng8/Cacng7/Slitrk1/Lrrtm1/Grip1/Nrgn/Kcnd3/Gria3/Rgs7bp/Magi2/Kctd16/Il1rapl1/Cdh10/Nrcam/Cspg5/Dagla/Gphn/Prrt1/Cnksr2/Lrrtm4/Lrrc7/Gpr158/Itga8/Tenm2/Dlg2/Glra2/Clstn3/Igsf21/Lin7b/Pcdh17/Dgkb/Abhd17a/Lrrtm3/Lzts1/Snap91/Slc8a1/Ptprs/Sigmar1/Oprm1/Ntrk3/Ntrk2/Nrp1/Ncam1/Kcnma1/Kcnj4/Kcnd2/Kcna2/Hcn1/Grin2b/Grin1/Grid1/Gria4/Gria2/Gria1/Gabrg3/Gabrb1/Gabra3/Gabra2/Gabra1/Epha4/Efnb2/Cntn1/Chrm3/Cacng2/Cacna2d1/Cacna1e/Ank3/Adam22/Actn2/Gabra5/Grm3,73
GO:0042734,CC,GO:0042734,presynaptic membrane,58/929,237/17738,1.38708840722615e-23,1.62751706447868e-21,1.29218235831067e-21,Ntng1/Grip1/Ap2b1/Atp2b1/Cntnap2/Cntn6/Gria3/Rgs7bp/Kctd16/Unc13a/Atp2b4/Cdh10/Rims4/Erc2/Adam23/Septin7/Gpm6a/Igsf21/Syt11/Kcnq5/Unc13b/Pcdh17/Syt1/Snap91/Snap25/Scn1a/Ptprs/Ptprd/Oprm1/Nrxn3/Nrxn1/Ncam1/Kcnma1/Kcna2/Hcn1/Grm8/Grin2b/Grin1/Gria4/Gria2/Gria1/Gabrb1/Gabra3/Gabra2/Epha4/Efnb2/Dnm1/Cntn1/Chrm3/Cask/Cacna2d1/Cacna1e/Cacna1d/Cacna1a/Rims2/Rims1/Gabra5/Grm3,58
GO:0048786,CC,GO:0048786,presynaptic active zone,40/929,120/17738,5.31230012729717e-22,5.34265612802458e-20,4.24185168059368e-20,Ntng1/Grip1/Slc17a7/Atp2b1/Cntnap2/Pnisr/Gria3/Unc13a/Atp2b4/Cdh10/Pclo/Rims4/Erc2/Gpm6a/Syt11/Unc13b/Arhgap44/Syn1/Snap91/Snap25/Ntrk2/Nrxn1/Kcnma1/Hcn1/Grm8/Grin2b/Grin1/Gria4/Gria2/Gria1/Gabrb1/Gabra3/Gabra2/Cacna2d1/Cacna1d/Cacna1a/Bsn/Rims2/Rims1/Grm3,40
GO:0098982,CC,GO:0098982,GABA-ergic synapse,37/929,133/17738,1.76193940714225e-17,1.37822815847572e-15,1.09425710548835e-15,Slitrk1/Lrrtm1/Grip1/Atp2b1/Cntnap2/Kcnd3/Magi2/Cdh10/Mdga2/Cspg5/Pclo/Gphn/Lrrtm4/Erc2/Arhgef9/Clstn3/Slc6a17/Pcdh17/Plcb1/Oprm1/Nrxn3/Nrxn1/Kcnd2/Grm8/Grid1/Gabrg3/Gabrb1/Gabra3/Gabra2/Gabra1/Efna5/Cdh13/Cacna1e/Bsn/Rims2/Rims1/Gabra5,37
GO:0150034,CC,GO:0150034,distal axon,62/929,390/17738,3.57924572912152e-15,2.29071726663778e-13,1.81873634656797e-13,Dtnbp1/Slc4a10/Myh10/Clasp2/Lrrtm1/Grip1/Arpc5/Rtn4r/Tsc1/Gria3/Prkn/Cdkl5/Unc13a/Auts2/Adcy10/Aak1/Pclo/Ppp1r9a/Erc2/Fez1/Septin7/Gpm6a/Syt11/Kcnq5/Unc13b/Dpysl3/Amph/Pcdh9/Snap91/Snap25/Slc8a1/Rasgrf1/Ptk2b/Ptch1/Prkcg/Prkcb/Prkca/Ntrk2/Nrxn1/Nrp1/Ncam1/Mapt/Map2/Map1b/Kcnma1/Kcna2/Elavl4/Hcn1/Grin2b/Grin1/Gria4/Gria2/Fgf13/Srsf10/Epha4/Dscam/Dclk1/Cxadr/Crmp1/Cobl/Chrm3/Apc,62
GO:0044309,CC,GO:0044309,neuron spine,43/929,213/17738,1.46165429493499e-14,7.9154201818018e-13,6.28452170534802e-13,Strn4/Dtnbp1/Myh10/Tanc2/Grip1/Atp2b1/Cntnap2/Nrgn/Kcnd3/Snx1/Gria3/Rgs7bp/Abi2/Dagla/Dlgap2/Ppp1r9a/Lrrc7/Lzts3/Itga8/Tenm2/Syt11/Zmynd8/Arhgap44/Lzts1/Slc8a1/Ptk2b/Palm/Oprm1/Numb/Ntrk2/Kcnd2/Nr3c1/Grin2b/Grin1/Gria4/Gria2/Gria1/Epha4/Asap1/Camk2a/Aplp2/Asic2/Grm3,43
GO:0043197,CC,GO:0043197,dendritic spine,42/929,207/17738,2.47280949617704e-14,1.2434699180776e-12,9.87264543210531e-13,Strn4/Dtnbp1/Myh10/Tanc2/Grip1/Atp2b1/Nrgn/Kcnd3/Snx1/Gria3/Rgs7bp/Abi2/Dagla/Dlgap2/Ppp1r9a/Lrrc7/Lzts3/Itga8/Tenm2/Syt11/Zmynd8/Arhgap44/Lzts1/Slc8a1/Ptk2b/Palm/Oprm1/Numb/Ntrk2/Kcnd2/Nr3c1/Grin2b/Grin1/Gria4/Gria2/Gria1/Epha4/Asap1/Camk2a/Aplp2/Asic2/Grm3,42
GO:0098685,CC,GO:0098685,Schaffer collateral - CA1 synapse,33/929,143/17738,3.41550156901319e-13,1.60300873639019e-11,1.2727237425586e-11,Dtnbp1/Cacng8/Ntng1/Anks1b/Fbxl20/Mapk9/Mapk8/Syt11/Tnr/Dgkb/Syn2/Syn1/Snap91/Sh3gl2/Rock2/Ptprs/Ptprd/Ptk2b/Prkar1b/Plat/Pfn2/Nrxn1/Ncam1/Gria2/Gabrb1/Epha4/Efnb2/Cask/Camk2a/Cacng2/Bsn/Abr/Dgkz,33
GO:0030427,CC,GO:0030427,site of polarized growth,40/929,217/17738,2.66479988363483e-12,1.17251194879932e-10,9.30926801454009e-11,Dtnbp1/Myh10/Clasp2/Lrrtm1/Fryl/Arpc5/Rtn4r/Tsc1/Cdkl5/Auts2/Adcy10/Pclo/Ppp1r9a/Erc2/Fez1/Gpm6a/Dpysl3/Pcdh9/Snap25/Rasgrf1/Ptk2b/Ptch1/Ntrk2/Nrxn1/Nrp1/Ncam1/Mapt/Map2/Map1b/Elavl4/Grin1/Gria2/Fgf13/Epha4/Dscam/Dclk1/Cxadr/Crmp1/Cobl/Apc,40
GO:0034702,CC,GO:0034702,monoatomic ion channel complex,50/929,327/17738,7.865215769368e-12,3.07617327868615e-10,2.44235647575111e-10,Kcnb2/Sacm1l/Cacng8/Cacng7/Kcnip4/Slc17a7/Cntnap2/Kcnd3/Gria3/Dpp10/Lrrtm4/Pde4d/Dlg2/Glra2/Sestd1/Kcnq5/Trpc4/Micu1/Mcu/Snap25/Scn3a/Scn1a/Ryr3/Ptk2b/Kcnh7/Kcnma1/Kcnj4/Kcnd2/Kcna2/Hcn1/Grin2b/Grin1/Gria4/Gria2/Gria1/Gabrg3/Gabrb1/Gabra3/Gabra2/Gabra1/Cacng2/Cacnb4/Cacnb2/Cacna2d3/Cacna2d1/Cacna1e/Cacna1d/Cacna1a/Gabra5/Kcnq3,50
GO:0032590,CC,GO:0032590,dendrite membrane,18/929,49/17738,1.85042447496657e-11,6.85630963356035e-10,5.44363100391828e-10,Cacng8/Wls/Atp2b1/Dagla/Itga8/Palm/Oprm1/Insr/Hcn1/Grin1/Gria2/Gria1/Gabrg3/Gabra3/Gabra2/Gabra1/Cacna1d/Gabra5,18
GO:1990351,CC,GO:1990351,transporter complex,58/929,433/17738,4.22886324650136e-11,1.48855986276848e-09,1.18185599152222e-09,Kcnb2/Sacm1l/Cacng8/Cacng7/Kcnip4/Slc17a7/Pex13/Cntnap2/Uqcrh/Kcnd3/Gria3/Atp8a2/Dpp10/Lrrtm4/Pde4d/Dlg2/Glra2/Sestd1/Kcnq5/Trpc4/Micu1/Mcu/Snap25/Scn3a/Scn1a/Ryr3/Ptk2b/Kcnh7/Kcnma1/Kcnj4/Kcnd2/Kcna2/Hcn1/Grin2b/Grin1/Gria4/Gria2/Gria1/Gabrg3/Gabrb1/Gabra3/Gabra2/Gabra1/Cacng2/Cacnb4/Cacnb2/Cacna2d3/Cacna2d1/Cacna1e/Cacna1d/Cacna1a/Atp8a1/Atp2a2/Atp1b3/Atp1a1/Atp6v0b/Gabra5/Kcnq3,58
GO:0031256,CC,GO:0031256,leading edge membrane,30/929,157/17738,5.85945673308705e-10,1.79350327830143e-08,1.42396866145045e-08,Cacng8/Clasp2/Wls/Atp2b1/Cntnap2/Cdkl5/Syne2/Abca7/Dagla/Itga8/Psd3/Amph/Arhgap44/Palm/Oprm1/Mapt/Map2/Insr/Hcn1/Grin1/Gria2/Gria1/Gabrg3/Gabra3/Gabra2/Gabra1/Cacna1d/Apc/Gabra5/Slc39a6,30
GO:0097470,CC,GO:0097470,ribbon synapse,13/929,30/17738,1.07053828086175e-09,3.14024562386114e-08,2.49322731200698e-08,Atp2b1/Pclo/Lrrtm4/Unc13b/Amph/Snap25/Sh3gl2/Dnm1/Cacnb2/Cacna1d/Bsn/Atp2a2/Rims2,13
