"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0035335","BP","GO:0035335","peptidyl-tyrosine dephosphorylation","7/903","34/17619",0.00144678808946225,0.0395708864573944,0.0336152675587545,"Ubash3b/Dusp16/Dusp6/Ptpn9/Dusp4/Dusp5/Ptprj",7
"GO:0042698","BP","GO:0042698","ovulation cycle","10/903","64/17619",0.0014522421009961,0.0395708864573944,0.0336152675587545,"Zp3/Tyro3/Tnfaip6/Sgpl1/Pla2g4a/Myh9/Igf1r/Esr2/Egr1/Adamts1",10
"GO:0170041","BP","GO:0170041","non-proteinogenic amino acid metabolic process","11/903","75/17619",0.00146046142075396,0.0395708864573944,0.0336152675587545,"Ddah1/Aldh18a1/Azin1/Nox4/Atp2b4/Ahcy/Plod2/Azin2/Htt/Gnmt/Cth",11
"GO:0046651","BP","GO:0046651","lymphocyte proliferation","32/903","356/17619",0.00149401007603898,0.0399888664707531,0.0339703394623974,"Gpnmb/Lmbr1l/Cd274/Rassf5/Irs2/Shb/Zp3/Zap70/Tnfsf4/Tlr4/Tgfbr2/Syk/Btla/Pnp/Pla2g5/Cd209a/Jak3/Jak2/Irgm1/Fosl2/Fkbp1a/Emp2/Cdkn1a/Cd44/Cd1d1/Cd151/Casp3/Btk/Bcl6/Slc7a1/Ticam1/Nckap1l",32
"GO:0030534","BP","GO:0030534","adult behavior","20/903","187/17619",0.00150601028058164,0.0401481776807265,0.0341056735281159,"Klhl1/Slitrk5/Cntnap2/Shank3/Sez6l/Sdk1/Chd7/Slc7a11/Homer1/Lgi4/Btbd9/Shank2/Sptbn2/Pax5/Nr4a3/Mafg/Htr2c/Eps8/Bdnf/Adam2",20
"GO:0032946","BP","GO:0032946","positive regulation of mononuclear cell proliferation","19/903","174/17619",0.00153313401522587,0.0405455920042603,0.0344432749824491,"Cd274/Irs2/Zp3/Zap70/Tnfsf4/Tlr4/Tgfbr2/Syk/Pnp/Jak3/Jak2/Irgm1/Cdkn1a/Cd1d1/Btk/Bcl6/Slc7a1/Ticam1/Nckap1l",19
"GO:0001101","BP","GO:0001101","response to acid chemical","14/903","111/17619",0.00160170047676322,0.0415315928310714,0.0352808776892294,"Pdgfd/Ipo5/Rragd/Atp2b4/Sesn2/Npas4/Vegfa/Igf1r/Col6a1/Col5a2/Capn2/Anxa2/Bdnf/Bmt2",14
"GO:0070059","BP","GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","10/903","65/17619",0.00163902611630264,0.0420567695371894,0.0357270126402569,"Ern1/Chac1/Creb3l1/Trib3/Bbc3/Eif2ak3/Ddit3/Casp3/Casp12/Apaf1",10
"GO:0070663","BP","GO:0070663","regulation of leukocyte proliferation","28/903","300/17619",0.00165712339451343,0.0420567695371894,0.0357270126402569,"Gpnmb/Cd274/Rassf5/Irs2/Zp3/Zap70/Tnfsf4/Tlr4/Tgfbr2/Syk/Enpp3/Btla/Pnp/Pla2g5/Cd209a/Jak3/Jak2/Irgm1/Gstp1/Cdkn1a/Cd44/Cd1d1/Casp3/Btk/Bcl6/Slc7a1/Ticam1/Nckap1l",28
"GO:0002246","BP","GO:0002246","wound healing involved in inflammatory response","4/903","11/17619",0.00169259127218688,0.0420567695371894,0.0357270126402569,"Abi3bp/Tlr4/Hmox1/Cd44",4
"GO:0031620","BP","GO:0031620","regulation of fever generation","4/903","11/17619",0.00169259127218688,0.0420567695371894,0.0357270126402569,"Ptges/Ptgs2/Ptger3/Ednrb",4
"GO:0061299","BP","GO:0061299","retina vasculature morphogenesis in camera-type eye","4/903","11/17619",0.00169259127218688,0.0420567695371894,0.0357270126402569,"Rhoj/Arhgef15/Clic4/Nrp1",4
"GO:0002064","BP","GO:0002064","epithelial cell development","23/903","230/17619",0.00171809577525892,0.0420567695371894,0.0357270126402569,"Heg1/Myo1e/Ccdc88c/Frmd6/Fndc3a/Clic4/Flnb/Vim/Ezr/Vegfa/Vcl/Rock2/Rheb/Flna/Fosl2/Esr2/Ednrb/Col18a1/Cftr/Cdk6/Slc9a4/Jmjd1c/Rapgef1",23
"GO:0046209","BP","GO:0046209","nitric oxide metabolic process","12/903","88/17619",0.00172760690835879,0.0420567695371894,0.0357270126402569,"Ddah1/Atp2b4/Tlr4/Rock2/Ptk2b/Ptgs2/Por/Smad3/Jak2/Hrh1/Clu/Ticam1",12
"GO:0071229","BP","GO:0071229","cellular response to acid chemical","12/903","88/17619",0.00172760690835879,0.0420567695371894,0.0357270126402569,"Pdgfd/Ipo5/Rragd/Sesn2/Npas4/Vegfa/Col6a1/Col5a2/Capn2/Anxa2/Bdnf/Bmt2",12
"GO:0044319","BP","GO:0044319","wound healing, spreading of cells","7/903","35/17619",0.00172966226026706,0.0420567695371894,0.0357270126402569,"Rreb1/Mrtfa/Snai2/Flna/Ccn1/Cd44/Cd151",7
"GO:0090505","BP","GO:0090505","epiboly involved in wound healing","7/903","35/17619",0.00172966226026706,0.0420567695371894,0.0357270126402569,"Rreb1/Mrtfa/Snai2/Flna/Ccn1/Cd44/Cd151",7
"GO:0150117","BP","GO:0150117","positive regulation of cell-substrate junction organization","7/903","35/17619",0.00172966226026706,0.0420567695371894,0.0357270126402569,"Iqgap1/Vegfa/Ptprj/Nrp1/Myh9/Smad3/Lims1",7
"GO:0039531","BP","GO:0039531","regulation of cytoplasmic pattern recognition receptor signaling pathway","14/903","112/17619",0.00174628498694399,0.0421521445212154,0.0358080332059674,"Csnk1a1/Pum2/Zc3hav1/Wdfy1/Rtn4/Slc15a2/Ddx60/Mark4/Treml4/Tlr4/Trim30a/Eif2ak2/Irgm1/Btk",14
"GO:0045927","BP","GO:0045927","positive regulation of growth","28/903","303/17619",0.00191827474783363,0.0447622478744016,0.0380253027803507,"Pum2/N6amt1/Golga4/Chd7/Tnfrsf12a/Zp3/Ccn4/Ezr/Vegfa/Tgfb2/Tead1/Syt4/Srf/Sphk1/Sema5a/Pex5/Ptk2b/Ppard/Pim1/Nrp1/Ncam1/Smad7/Igf1r/Hpn/Cntf/Bdnf/Adam17/Trip10",28
"GO:1900225","BP","GO:1900225","regulation of NLRP3 inflammasome complex assembly","7/903","36/17619",0.00205366595030595,0.0470077054418306,0.0399328076072194,"Csnk1a1/Mark4/Tlr4/Trim30a/Eif2ak2/Irgm1/Btk",7
"GO:0051767","BP","GO:0051767","nitric-oxide synthase biosynthetic process","6/903","27/17619",0.00208732566020706,0.0472889683701517,0.0401717390398032,"Nampt/Map2k3/Tlr4/Jak3/Jak2/Gstp1",6
"GO:0051769","BP","GO:0051769","regulation of nitric-oxide synthase biosynthetic process","6/903","27/17619",0.00208732566020706,0.0472889683701517,0.0401717390398032,"Nampt/Map2k3/Tlr4/Jak3/Jak2/Gstp1",6
"GO:2001057","BP","GO:2001057","reactive nitrogen species metabolic process","12/903","90/17619",0.00209889809860118,0.0473894067296416,0.0402570609173166,"Ddah1/Atp2b4/Tlr4/Rock2/Ptk2b/Ptgs2/Por/Smad3/Jak2/Hrh1/Clu/Ticam1",12
"GO:0002366","BP","GO:0002366","leukocyte activation involved in immune response","28/903","305/17619",0.00211137937106421,0.0475096144580481,0.0403591767735627,"Nmi/Gadd45g/Parp3/Shb/Tnfsf4/Tlr4/Sbno2/Kmt2a/Syk/Enpp3/Stx4a/Stat3/Sema4a/Ptk2b/Nr4a3/Myo1f/Smad7/Jak3/Irf8/Hmox1/Brd2/Btk/Bcl6/Anxa3/Bcr/Abr/Ticam1/Nckap1l",28
"GO:0002758","BP","GO:0002758","innate immune response-activating signaling pathway","25/903","263/17619",0.0022373740925604,0.0497708553757413,0.0422800894765142,"Csnk1a1/Pum2/Zc3hav1/Ifih1/Alpk1/Ipo5/Wdfy1/Rtn4/Nmi/Cd274/Slc15a2/Ddx60/Mark4/Tnip2/Treml4/Tyro3/Tlr4/Syk/Trim30a/Reg3g/Eif2ak2/Irgm1/Fosl1/Btk/Ticam1",25
"GO:0120032","BP","GO:0120032","regulation of plasma membrane bounded cell projection assembly","21/903","207/17619",0.00224186287396003,0.0497708553757413,0.0422800894765142,"Arpc2/Plce1/Atp8b1/Septin9/Myo3b/Syne2/Coro1c/Mark4/Zmynd8/Rab11fip3/Srf/Nrp1/Myo10/Htt/Lpar1/Ttbk2/Eps8/Cobl/Capzb/Avil/Rhoq",21
"GO:0005925","CC","GO:0005925","focal adhesion","28/903","172/17738",4.60507904357989e-08,1.40219644953872e-05,1.25448716530249e-05,"Arpc2/Afap1/Arhgef7/Nox4/Syne2/Iqgap1/Flnb/Zyx/Svil/Ezr/Vcl/Vasp/Atp6v0a2/Lpp/Pxn/Ptk2b/Nrp1/Myh9/Jak2/Itgb6/Itga2b/Mapre1/Capn2/Avil/Adam17/Lims1/Actn1/Lpxn",28
"GO:0015629","CC","GO:0015629","actin cytoskeleton","55/903","500/17738",6.08951449124732e-08,1.40219644953872e-05,1.25448716530249e-05,"Arpc2/Myo18b/Myo1e/Afap1/Myl12a/Myh15/Snx9/Cd274/Tpm3/Dstn/Pdlim5/Pdlim1/Septin9/Nox4/Myo1d/Myo3b/Tpm4/Iqgap1/Flnb/Hax1/Coro1c/Stk38l/Zyx/Svil/Wdr1/Ezr/Vcl/Tpm1/Ppp1r9b/Lpp/Sptbn2/Slc2a1/Pxn/Flna/Atp12a/Ddr2/Myo9b/Myo1f/Myo10/Myl1/Myh9/Myh1/Arhgef2/Jup/Csrp1/Cobl/Capzb/Anxa2/Arhgap6/Arc/Avil/Adam17/Actn1/Lpxn/Rhoq",55
"GO:0030055","CC","GO:0030055","cell-substrate junction","29/903","185/17738",6.25050423271345e-08,1.40219644953872e-05,1.25448716530249e-05,"Arpc2/Afap1/Hmcn1/Arhgef7/Nox4/Syne2/Iqgap1/Flnb/Zyx/Svil/Ezr/Vcl/Vasp/Atp6v0a2/Lpp/Pxn/Ptk2b/Nrp1/Myh9/Jak2/Itgb6/Itga2b/Mapre1/Capn2/Avil/Adam17/Lims1/Actn1/Lpxn",29
"GO:0031252","CC","GO:0031252","cell leading edge","45/903","414/17738",1.35610118805076e-06,0.000228164024889541,0.00020412891567501,"Kcnc4/Arpc2/Amotl1/Plce1/Cntnap2/Arhgef7/Knstrn/Myo1d/Abi3bp/Syne2/Iqgap1/Tnfrsf12a/Aak1/Dagla/Hax1/Coro1c/Arhgap1/Vim/Ezr/Vasp/Tpm1/Spata13/Ppp1r9b/Tacr3/Stx4a/Ptk6/Pxn/Ptprj/Ptk2b/Myo9b/Myo10/Myh9/Arhgef2/Inppl1/Eps8/Cobl/Cdk6/Cd44/Ctnnd1/Capzb/Anxa2/Avil/Adam17/Actn1/Slc39a6",45
"GO:0099092","CC","GO:0099092","postsynaptic density, intracellular component","11/903","42/17738",5.59952029366659e-06,0.000753695431527523,0.000674300127995219,"Tanc1/Shank3/Cript/Snx1/Grip2/Ina/Ptk2b/Arhgef2/Ctnnd1/Bcr/Abr",11
"GO:0062023","CC","GO:0062023","collagen-containing extracellular matrix","40/903","386/17738",1.62396272496254e-05,0.00109435835230083,0.000979077152601978,"Adamtsl1/F13a1/Col20a1/Angptl6/Ccdc80/Vwa5a/Plxdc2/Hmcn2/Hmcn1/Col5a3/Tnn/Abi3bp/Adamts4/Adamts5/Zp3/Lamc1/Vegfa/Thbs3/Thbs1/Tgfb2/Reg3g/Pkm/Ltbp3/Lgals4/Lamc2/Ccn1/Fbn1/Col7a1/Col6a1/Col5a2/Col19a1/Col18a1/Col11a2/Cd151/Anxa2/Anxa7/Anxa5/Anxa4/Anxa3/Adamts1",40
"GO:0045121","CC","GO:0045121","membrane raft","33/903","298/17738",2.34238965194467e-05,0.00140649901846101,0.00125833649575303,"Cblc/Cntnap2/Kcnd3/Atp2b4/Myo1d/Abcg2/Coro1c/Zap70/Ezr/Vcl/Tgfbr2/Tfpi/Slc2a1/Ptgs2/Prkar2a/Jak2/Igf1r/Hmox1/Hk1/Emp2/Cd44/Ctnnd1/Capn2/Anxa2/Btk/Atp1a1/Arc/Adam3/Adam17/Abca1/Unc5b/Slc39a6/Rhoq",33
"GO:0098857","CC","GO:0098857","membrane microdomain","33/903","299/17738",2.5078734355917e-05,0.00140649901846101,0.00125833649575303,"Cblc/Cntnap2/Kcnd3/Atp2b4/Myo1d/Abcg2/Coro1c/Zap70/Ezr/Vcl/Tgfbr2/Tfpi/Slc2a1/Ptgs2/Prkar2a/Jak2/Igf1r/Hmox1/Hk1/Emp2/Cd44/Ctnnd1/Capn2/Anxa2/Btk/Atp1a1/Arc/Adam3/Adam17/Abca1/Unc5b/Slc39a6/Rhoq",33
"GO:0030863","CC","GO:0030863","cortical cytoskeleton","18/903","119/17738",3.18540271418694e-05,0.001509148329747,0.00135017258874683,"Myo1e/Snx9/Tpm3/Dstn/Tpm4/Iqgap1/Rims3/Wdr1/Ppp1r9b/Sptbn2/Slc2a1/Flna/Myo1f/Myh9/Mapre1/Cobl/Capzb/Actn1",18
"GO:0001726","CC","GO:0001726","ruffle","21/903","155/17738",3.97180321504406e-05,0.00167063972732791,0.00149465226250342,"Arpc2/Knstrn/Iqgap1/Tnfrsf12a/Arhgap1/Ezr/Tpm1/Spata13/Ppp1r9b/Ptk6/Ptprj/Myo9b/Myo10/Myh9/Arhgef2/Eps8/Cobl/Cdk6/Anxa2/Adam17/Actn1",21
"GO:0005938","CC","GO:0005938","cell cortex","31/903","301/17738",0.000158305909784078,0.00591888207137138,0.00529537897055514,"Myo1e/Myl12a/Snx9/Hmcn2/Tpm3/Vmn2r1/Dstn/Hmcn1/Septin9/Tpm4/Iqgap1/Rims3/Wdr1/Ppp1r9b/Sptbn2/Slc2a1/Ptk2b/Flna/Myo9b/Myo1f/Myh9/Lamc2/Itpr2/Ccn2/Eps8/Mapre1/Cobl/Ctnnd1/Capzb/Anxa2/Actn1",31
"GO:0098984","CC","GO:0098984","neuron to neuron synapse","40/903","439/17738",0.00027291585807754,0.00918361862430923,0.008216203727387,"Chmp4b/Synpr/Rtn4/Tanc1/Cntnap2/Sorcs3/Nectin3/Nectin1/Shank3/Cript/Snx1/Pdlim5/Abi3bp/Dagla/Homer1/Grip2/Lzts3/Igsf9b/Sh2d5/Ina/Ppp1r9b/Pak6/Shank2/Stat3/Rheb/Rgs9/Ptk2b/Arhgef2/Slc6a9/Eps8/Epb41l1/Ctnnd1/Cast/Capzb/Bdnf/Atp1a1/Arc/Bcr/Abr/Plekha5",40
"GO:0030018","CC","GO:0030018","Z disc","17/903","132/17738",0.000386659649061495,0.011828270173563,0.0105822640795777,"Myo18b/Myl12a/Pdlim5/Pdlim1/Atp2b4/Syne2/Homer1/Igfn1/Vcl/Slc2a1/Flna/Jup/Fkbp1a/Fhl2/Csrp1/Anxa5/Actn1",17
"GO:0044309","CC","GO:0044309","neuron spine","23/903","213/17738",0.000554248879635617,0.0149203798397908,0.0133486467011189,"Arpc2/Cntnap2/Shank3/Cript/Kcnd3/Snx1/Abi3bp/Dagla/Homer1/Grip2/Lzts3/Zmynd8/Ppp1r9b/Eea1/Shank2/Stx4a/Ptk2b/P2rx6/Lpar1/Ctnnd1/Capzb/Arc/Actn1",23
"GO:0005903","CC","GO:0005903","brush border","17/903","143/17738",0.000975400628562763,0.0228233216811322,0.0204190818825488,"Myo1e/Atp8b1/Myo1d/Flnb/Slc7a11/Abcg2/Slc26a4/Npc1l1/Ezr/Shank2/Ralgds/Ptger3/Flna/Myh9/Eps8/Capzb/Actn1",17
"GO:0016324","CC","GO:0016324","apical plasma membrane","36/903","409/17738",0.0010134738625732,0.0228233216811322,0.0204190818825488,"Amotl1/Slc15a2/Atp8b1/Nox4/Lmo7/Frmd6/Iqgap1/Slc4a11/Abcg2/Slc26a4/Hax1/Npc1l1/Ezr/Shank2/Stx4a/Slc26a7/Sptbn2/Slc7a5/Slc2a1/Slc16a1/Slc12a3/Atp12a/Ddr2/Myh9/Slc6a9/Emp2/Cftr/Cd44/Slc7a1/Atp1a1/Anxa4/Adam17/Prkab2/Slc39a6/Slc6a8/Slc22a13",36
"GO:0031253","CC","GO:0031253","cell projection membrane","30/903","321/17738",0.00101738432456756,0.0228233216811322,0.0204190818825488,"Kcnc4/Arpc2/Cntnap2/Shank3/Ehd3/Atp8b1/Myo1d/Syne2/Dagla/Slc7a11/Abcg2/Slc26a4/Npc1l1/Ezr/Utrn/Tpm1/Spata13/Ppp1r9b/Tacr3/Shank2/Stx4a/Slc7a5/Ptprj/Ptger3/Arhgef2/Eps8/Mapre1/Cd44/Adam17/Slc39a6",30
"GO:0044853","CC","GO:0044853","plasma membrane raft","16/903","135/17738",0.00140257323419944,0.0294978683317569,0.026390522696121,"Cntnap2/Kcnd3/Myo1d/Coro1c/Ezr/Tgfbr2/Tfpi/Slc2a1/Ptgs2/Prkar2a/Jak2/Igf1r/Hmox1/Hk1/Ctnnd1/Atp1a1",16
"GO:0005912","CC","GO:0005912","adherens junction","17/903","151/17738",0.00177985252973423,0.0332733542364205,0.0297682937721632,"Myo1e/Nectin3/Nectin1/Pdlim5/Hmcn1/Pdlim1/Pvr/Lmo7/Zyx/Ezr/Vegfa/Vcl/Ndrg1/Myh9/Smad7/Jup/Ctnnd1",17
"GO:0097038","CC","GO:0097038","perinuclear endoplasmic reticulum","6/903","28/17738",0.00245851299190055,0.0425711224052737,0.0380866223755636,"Kcnd3/Syt6/Nox4/Gdpd5/Clu/Capn2",6
"GO:0043198","CC","GO:0043198","dendritic shaft","10/903","69/17738",0.00246697440387173,0.0425711224052737,0.0380866223755636,"Arpc2/Cript/Abi3bp/Homer1/Grip2/Zmynd8/Flna/Ntsr2/Arhgef2/Lpar1",10
"GO:0031256","CC","GO:0031256","leading edge membrane","17/903","157/17738",0.00269860146340799,0.0454039696218394,0.0406210536070887,"Kcnc4/Arpc2/Cntnap2/Myo1d/Syne2/Dagla/Tpm1/Spata13/Ppp1r9b/Tacr3/Stx4a/Ptprj/Arhgef2/Eps8/Cd44/Adam17/Slc39a6",17
"GO:0051015","MF","GO:0051015","actin filament binding","32/904","215/17588",5.78307736195538e-08,7.16523285146272e-05,6.62314544190259e-05,"Arpc2/Myo18b/Myo1e/Itprid2/Myh15/Tpm3/Dstn/Panx1/Myo1d/Tpm4/Abi3bp/Iqgap1/Flnb/Coro1c/Svil/Wdr1/Fmnl3/Ezr/Vcl/Tpm1/Ppp1r9b/Sptbn2/Flna/Myo9b/Myo1f/Myo10/Myh9/Myh1/Capzb/Anxa8/Avil/Actn1",32
"GO:0005544","MF","GO:0005544","calcium-dependent phospholipid binding","12/904","53/17588",1.19586768850237e-05,0.00391159372943448,0.00361566116785583,"Cpne4/Cpne8/Syt6/Cpne2/Syt4/Pla2g4a/Anxa2/Anxa8/Anxa7/Anxa5/Anxa4/Anxa3",12
"GO:0004715","MF","GO:0004715","non-membrane spanning protein tyrosine kinase activity","11/904","45/17588",1.26282283436141e-05,0.00391159372943448,0.00361566116785583,"Styk1/Zap70/Syk/Srms/Ptk6/Ptk2b/Eif2ak2/Pkm/Jak3/Jak2/Btk",11
"GO:0005539","MF","GO:0005539","glycosaminoglycan binding","28/904","228/17588",1.7453297318584e-05,0.00432492707554512,0.00399772368055146,"Gpnmb/Rspo3/Ccdc80/Hsd17b12/Col5a3/Abi3bp/Adamts5/Rtn4rl1/Ccn4/Vegfa/Tnfaip6/Thbs3/Thbs1/Tgfbr2/Sema5a/Reg3g/Pla2g5/Tnfrsf11b/Nrp1/Ncam1/Lamc2/Ccn1/Hk1/Ccn2/Fbn1/Col11a2/Cd44/Adamts1",28
"GO:0046332","MF","GO:0046332","SMAD binding","15/904","84/17588",2.1840238977085e-05,0.00451000934876805,0.00416880351001201,"Rgcc/Ldlrad4/Zmiz1/Creb3l1/Tgif1/Tgfbr2/Ski/Flna/Smad7/Smad3/Smad1/Jun/Fos/Fkbp1a/Col5a2",15
"GO:0033549","MF","GO:0033549","MAP kinase phosphatase activity","6/904","15/17588",6.08069358984197e-05,0.00798670750450341,0.00738247123308246,"Dusp16/Dusp6/Dusp26/Dusp14/Dusp4/Dusp5",6
"GO:0000146","MF","GO:0000146","microfilament motor activity","9/904","36/17588",6.44609160976869e-05,0.00798670750450341,0.00738247123308246,"Myo1e/Myh15/Myo1d/Myo3b/Myo9b/Myo1f/Myo10/Myh9/Myh1",9
"GO:0050839","MF","GO:0050839","cell adhesion molecule binding","32/904","300/17588",7.6913641467408e-05,0.00866327288891986,0.0080078509011043,"Gpnmb/Rtn4/Nectin3/Nectin1/Pvr/Tnn/Tenm4/Ccn4/Ezr/Utrn/Thbs1/Syk/Pxn/Ptprj/Ndrg1/Myh9/Cd200/Jup/Itgb6/Itga2b/Ccn1/Ccn2/Fbn1/Emp2/Cd1d1/Cd151/Ctnnd1/Anxa7/Adam9/Adam17/Actn1/Itga9",32
"GO:0005178","MF","GO:0005178","integrin binding","20/904","154/17588",0.000124518858185,0.0118676050224011,0.0109697585186461,"Gpnmb/Tnn/Ccn4/Utrn/Thbs1/Syk/Pxn/Myh9/Itgb6/Itga2b/Ccn1/Ccn2/Fbn1/Emp2/Cd151/Anxa7/Adam9/Adam17/Actn1/Itga9",20
"GO:1901681","MF","GO:1901681","sulfur compound binding","30/904","283/17588",0.000142257554926465,0.0121976777768751,0.0112748595397308,"Gpnmb/Rspo3/Ccdc80/N6amt1/Ptges/Hsd17b12/Hpse2/Col5a3/Abi3bp/Adamts5/Rtn4rl1/Ccn4/Vegfa/Thbs3/Thbs1/Sema5a/Pla2g5/Pitpna/Tnfrsf11b/Nrp1/Ncam1/Lamc2/Ccn1/Gstp1/Gnmt/Ccn2/Fbn1/Col11a2/Adamts1/Bmt2",30
"GO:0031267","MF","GO:0031267","small GTPase binding","30/904","288/17588",0.00019380618747858,0.0150078666428725,0.0138724428932036,"Errfi1/Plce1/Xpot/Ipo5/Rabggta/Golga4/Arhgef7/Sgsm1/Iqgap1/Micall1/Rims3/Coro1c/Npc1l1/Sytl5/Arhgap1/Fmnl3/Vcl/Ulk1/Rab11fip3/Stx4a/Rock2/Pex5/Flna/Ndrg1/Myo9b/Arhgef2/Eps8/Anxa2/Abca1/Plekhg2",30
"GO:0030695","MF","GO:0030695","GTPase regulator activity","39/904","422/17588",0.000294366492496458,0.0202622269001729,0.0187292832652717,"Rasgef1c/Plce1/Arhgap42/Arhgef12/Ccdc88c/Arhgap23/Tbc1d1/Arhgef7/Nucb2/Sgsm1/Arhgef15/Agap1/Dock6/Iqgap1/Sipa1l2/Stard13/Fgd5/Sesn2/Arhgap1/Spata13/Depdc1b/Rapgef5/Arhgef11/Rgs9/Rgs2/Rgl2/Ralgds/Nrp1/Myo9b/Arhgef2/Jun/Agfg1/Fgd6/Arhgap6/Bcr/Abr/Rapgef1/Nckap1l/Plekhg2",39
"GO:0060589","MF","GO:0060589","nucleoside-triphosphatase regulator activity","39/904","422/17588",0.000294366492496458,0.0202622269001729,0.0187292832652717,"Rasgef1c/Plce1/Arhgap42/Arhgef12/Ccdc88c/Arhgap23/Tbc1d1/Arhgef7/Nucb2/Sgsm1/Arhgef15/Agap1/Dock6/Iqgap1/Sipa1l2/Stard13/Fgd5/Sesn2/Arhgap1/Spata13/Depdc1b/Rapgef5/Arhgef11/Rgs9/Rgs2/Rgl2/Ralgds/Nrp1/Myo9b/Arhgef2/Jun/Agfg1/Fgd6/Arhgap6/Bcr/Abr/Rapgef1/Nckap1l/Plekhg2",39
"GO:0017151","MF","GO:0017151","DEAD/H-box RNA helicase binding","4/904","9/17588",0.000709543721615812,0.041783404815166,0.0386222713044481,"Zc3hav1/Etv3/Smad3/Smad1",4
